location,oldrgname,vmname,vnetrgname,vnetname,subnetname,newrgname,newvmname,DiagStorageAccountName,vmsize,vmStorageType,osType,avsname
chinanorth,hwcentos69,vm02,hwcentos69,hwcentos69-vnet,vlan1,hw04,hwcentvm04,hw04diag,Standard_A1,Standard_LRS,Linux,hwavs1
